hour,avg_queue_length_rl,avg_queue_length_baseline,avg_queue_length_diff,avg_queue_length_improvement_pct,avg_vehicle_delay_rl,avg_vehicle_delay_baseline,avg_vehicle_delay_diff,avg_vehicle_delay_improvement_pct,total_throughput_rl,total_throughput_baseline,total_throughput_diff,total_throughput_improvement_pct,queue_imbalance_rl,queue_imbalance_baseline,queue_imbalance_diff,queue_imbalance_improvement_pct
13,75.7201111111111,95.80244444444445,-20.082333333333352,20.96223478408115,299.4709379664406,390.5473792106432,-91.07644124420261,23.320202897861513,1142.8,901.4,241.39999999999998,26.780563567783446,20.195453999020742,25.0,-4.804546000979258,19.21818400391703
14,31.31833333333333,95.81255555555556,-64.49422222222223,67.31291306057082,99.71387017799012,456.3273327125245,-356.6134625345344,78.14860889763807,1553.0,757.0,796.0,105.15191545574636,10.906959948338343,25.0,-14.093040051661657,56.372160206646626
15,86.95077777777777,95.8125,-8.861722222222227,9.249025150395019,275.17374875461184,297.36289655693474,-22.189147802322907,7.461975942272425,1187.4,1212.2,-24.799999999999955,-2.045867018643784,25.0,25.0,0.0,0.0
16,96.22305555555556,97.74677777777778,-1.5237222222222186,1.55884649792377,208.8932706147897,221.78235870470857,-12.889088089918857,5.811593025340665,1704.6,1636.4,68.19999999999982,4.1676851625519316,25.0,24.902040391510457,0.09795960848954266,-0.3933798473916973
17,99.03277777777778,99.08066666666666,-0.047888888888877545,0.04833323240545839,159.8469711261419,166.63283758835263,-6.78586646221072,4.072346459690272,2319.2,2198.2,121.0,5.504503684833046,24.950505024742423,24.706152032847356,0.24435299189506665,-0.9890370283895046
18,122.12388888888889,108.03188888888889,14.091999999999999,-13.044296591438535,111.78285394743293,124.3313334449152,-12.548479497482276,10.092773197065291,3930.6,3194.6,736.0,23.038878106805235,21.583273456361844,23.256345191092105,-1.6730717347302608,7.194044124229368
19,116.68994444444442,131.37994444444445,-14.690000000000026,11.18131086302283,122.49297000737349,121.81760057036058,0.675369437012904,-0.5544103921360835,3427.0,3885.8,-458.8000000000002,-11.807092490606829,23.05632053611036,21.543293713358743,1.5130268227516162,-7.023191731417587
20,106.11544444444444,119.97794444444445,-13.862500000000011,11.554206953778086,126.41569669623182,121.7507124634914,4.664984232740423,-3.8315868041751964,3044.8,3576.4,-531.5999999999999,-14.864109160049207,23.944521044102217,22.37696962447556,1.567551419626657,-7.0051997474765075
21,100.58794444444445,99.88144444444444,0.7065000000000055,-0.7073385891940833,126.95666548627256,150.92303779223568,-23.96637230596312,15.879863443350386,2958.2,2444.6,513.5999999999999,21.009572118137935,23.961574163469443,24.852545416252884,-0.8909712527834408,3.585030176429212
22,98.23638888888888,98.3941111111111,-0.157722222222219,0.1602964043692736,196.625773915268,170.99671801976757,25.629055895500443,-14.988039649122195,1846.2,2154.8,-308.60000000000014,-14.321514757750146,24.950505024742423,24.9,0.050505024742424354,-0.20283142466837092
23,97.98133333333332,97.93544444444444,0.04588888888888221,-0.046856262458596865,217.3182436940596,183.68998328347848,33.628260410581106,-18.3070735864157,1671.4,1991.0,-319.5999999999999,-16.052235057759916,24.852545416252884,25.0,-0.14745458374711617,0.5898183349884647
