avg_queue_length_mean,avg_queue_length_std,avg_queue_length_min,avg_queue_length_max,total_throughput_mean,total_throughput_std,total_throughput_min,total_throughput_max,throughput_per_step_mean,throughput_per_step_std,throughput_per_step_min,throughput_per_step_max,total_delay_seconds_mean,total_delay_seconds_std,total_delay_seconds_min,total_delay_seconds_max,avg_vehicle_delay_mean,avg_vehicle_delay_std,avg_vehicle_delay_min,avg_vehicle_delay_max,queue_imbalance_mean,queue_imbalance_std,queue_imbalance_min,queue_imbalance_max,max_queue_reached_mean,max_queue_reached_std,max_queue_reached_min,max_queue_reached_max,episode_reward_mean,episode_reward_std,episode_reward_min,episode_reward_max,avg_queue_per_step_mean,avg_queue_per_step_std,avg_queue_per_step_min,avg_queue_per_step_max,queue_std_mean,queue_std_std,queue_std_min,queue_std_max,arrival_rates,hour,n_episodes
1.0787777777777776,0.10465560804990955,0.9694444444444444,1.2072222222222222,450.8,19.85346317396539,432,477,0.1252222222222222,0.0055148508816570555,0.12,0.1325,3883.6,376.7601889796744,3490.0,4346.0,8.595291744699681,0.45459108868810805,8.078703703703704,9.162790697674419,0.44641016151377544,0.02679491924311228,0.4330127018922193,0.5,7.2,1.16619037896906,6,9,18.324907139018094,0.7326536541780572,17.324807464323055,19.486126075173335,1.0787777777777776,0.10465560804990955,0.9694444444444444,1.2072222222222222,1.1668676209270141,0.089660461977433,1.0361036639589378,1.2770856821318501,"{'north': np.float64(0.036734693877551), 'south': np.float64(0.036734693877551), 'east': np.float64(0.0244897959183673), 'west': np.float64(0.0244897959183673)}",0,5
31.155944444444447,37.278320092346,0.7036111111111111,77.70416666666667,241.6,89.54015858819997,125,325,0.0671111111111111,0.024872266274499986,0.034722222222222224,0.09027777777777778,112161.4,134201.9523324456,2533.0,279735.0,842.9340895841009,1026.2373531395301,7.876923076923077,2237.88,10.259807621135332,12.035316679559926,0.4330127018922193,25.0,44.8,45.897276607659414,6,101,-1142.726050030418,1417.6433722608558,-2970.513949345504,14.723758017425213,31.155944444444447,37.278320092346,0.7036111111111111,77.70416666666667,11.982423577479977,13.5309481424138,0.9214651762208133,29.665786211185736,"{'north': np.float64(0.0255102040816326), 'south': np.float64(0.0255102040816326), 'east': np.float64(0.0170068027210884), 'west': np.float64(0.0170068027210884)}",1,5
0.11433333333333333,0.027433196075440796,0.06527777777777778,0.14527777777777778,50.0,6.723094525588644,43,62,0.01388888888888889,0.0018675262571079562,0.011944444444444445,0.017222222222222222,411.6,98.75950587158685,235.0,523.0,8.196724581786473,1.5787957904429426,5.222222222222222,9.744186046511627,0.0,0.0,0.0,0.0,7.0,1.0954451150103321,5,8,3.2778690932840795,0.7408743629234464,2.105493256000312,4.332607104397927,0.11433333333333333,0.027433196075440796,0.06527777777777778,0.14527777777777778,0.4326688147382117,0.08612461808014493,0.2757110616318701,0.5072346201478595,"{'north': np.float64(0.0037414965986394), 'south': np.float64(0.0037414965986394), 'east': np.float64(0.0024943310657596), 'west': np.float64(0.0024943310657596)}",2,5
3.815555555555555,4.573570261652444,0.0775,9.856944444444444,21.4,9.350935782048767,7,32,0.005944444444444444,0.0025974821616802134,0.0019444444444444444,0.008888888888888889,13736.0,16464.852941948797,279.0,35485.0,1401.0478726708075,1843.5497315689452,10.4375,4605.571428571428,1.5888775341245562,1.7889852379363758,0.0,4.092676385936225,8.8,4.06939798987516,4,14,-80.38389896561198,100.51211469058552,-212.0520959253763,1.8801846673782454,3.815555555555555,4.573570261652444,0.0775,9.856944444444444,1.5026340944193661,1.3321133911685097,0.3913571472027394,3.462409233556496,"{'north': np.float64(0.0017006802721088), 'south': np.float64(0.0017006802721088), 'east': np.float64(0.0011337868480725), 'west': np.float64(0.0011337868480725)}",3,5
7.457888888888888,8.996956761889468,0.17027777777777778,20.329166666666666,69.8,17.359723500102184,41,89,0.01938888888888889,0.004822145416695051,0.01138888888888889,0.024722222222222222,26848.4,32389.04434280209,613.0,73185.0,536.9650590592744,651.7232217945786,7.771084337349397,1441.3170731707316,3.2028476021842835,3.7505689218013827,0.0,7.949056547792323,16.8,11.88949115816148,3,32,-154.94454689083057,196.87742273230634,-434.5719051362645,5.0528100068412485,7.457888888888888,8.996956761889468,0.17027777777777778,20.329166666666666,2.868357934997465,2.864314265845702,0.4036705622652043,6.604081019423604,"{'north': np.float64(0.0061224489795918), 'south': np.float64(0.0061224489795918), 'east': np.float64(0.0040816326530612), 'west': np.float64(0.0040816326530612)}",4,5
58.47683333333333,29.171079929390917,0.9111111111111111,80.31555555555556,236.8,85.27930581330972,158,396,0.06577777777777778,0.0236886960592527,0.04388888888888889,0.11,210516.6,105015.88774580731,3280.0,289136.0,1111.893515173136,626.1857094802363,8.282828282828282,1829.9746835443038,20.0,10.0,0.0,25.0,82.6,38.30195817448502,6,102,-2071.1092711921697,1072.269446296745,-2988.222289553722,16.791600232167475,58.47683333333333,29.171079929390917,0.9111111111111111,80.31555555555556,24.94136500544466,12.062249820154715,0.955038619864191,32.406008900909136,"{'north': np.float64(0.0316326530612244), 'south': np.float64(0.0316326530612244), 'east': np.float64(0.0210884353741496), 'west': np.float64(0.0210884353741496)}",5,5
53.969055555555556,42.14822605686675,2.2311111111111113,89.34055555555555,661.4,220.55257876524593,363,930,0.1837222222222222,0.06126460521256831,0.10083333333333333,0.25833333333333336,194288.6,151733.61380472028,8032.0,321626.0,409.2306544765223,346.7884899541856,8.636559139784946,886.0220385674932,15.086602540378445,12.142154824768406,0.0,25.0,66.4,44.02090412519943,11,103,-2023.447852671121,1680.5277024749628,-3467.332527369087,38.33996869075692,53.969055555555556,42.14822605686675,2.2311111111111113,89.34055555555555,15.365252035935118,11.05482555847737,1.6980148176584486,24.96114283327608,"{'north': np.float64(0.0528571428571428), 'south': np.float64(0.0981632653061224), 'east': np.float64(0.0503401360544217), 'west': np.float64(0.0503401360544217)}",6,5
89.2058888888889,5.877984913909542,80.36944444444444,94.55527777777777,989.2,117.69010153789486,857,1127,0.27477777777777773,0.03269169487163746,0.23805555555555555,0.31305555555555553,321141.2,21160.745690074345,289330.0,340399.0,326.9253255882567,20.92052274675316,298.73735581189,352.1934731934732,24.902040391510457,0.19591921697908532,24.510201957552287,25.0,103.6,0.8,102,104,-3406.8402896305925,220.30728218064218,-3598.765017729868,-3065.130548799252,89.2058888888889,5.877984913909542,80.36944444444444,94.55527777777777,24.99573019452486,7.94090938283953,17.74555499681714,36.33566750487311,"{'north': np.float64(0.1071428571428571), 'south': np.float64(0.1989795918367347), 'east': np.float64(0.1020408163265306), 'west': np.float64(0.1020408163265306)}",7,5
95.12016666666668,3.272486466410446,88.79722222222222,97.35027777777778,1219.2,63.35108523143072,1138,1328,0.33866666666666667,0.01759752367539742,0.3161111111111111,0.3688888888888889,342432.6,11780.951279077595,319670.0,350461.0,282.04026526284485,22.808774515177014,240.71536144578315,307.2311072056239,24.950505024742426,0.09898995051514987,24.752525123712125,25.0,104.8,1.16619037896906,104,107,-3633.5367981242516,143.78301455178826,-3731.8947705334567,-3353.2209148691527,95.12016666666668,3.272486466410446,88.79722222222222,97.35027777777778,17.13675481042971,5.905484661636089,12.830489941738847,28.076314514700734,"{'north': np.float64(0.1735714285714285), 'south': np.float64(0.3223469387755102), 'east': np.float64(0.1653061224489796), 'west': np.float64(0.1653061224489796)}",8,5
97.53438888888891,0.6371231008831925,96.86611111111111,98.4625,1682.2,313.0523278942356,1514,2308,0.46727777777777774,0.08695897997062098,0.42055555555555557,0.6411111111111111,351123.8,2293.6431631794862,348718.0,354465.0,214.62883986015922,31.743378879448695,151.3110918544194,233.81596306068602,25.0,0.0,25.0,25.0,105.4,1.019803902718557,104,107,-3681.283526280512,55.7944122223984,-3732.7058546640137,-3576.586130671281,97.53438888888891,0.6371231008831925,96.86611111111111,98.4625,13.102299024062109,1.8283224425177829,10.51265028297918,15.084132688047307,"{'north': np.float64(0.2216666666666666), 'south': np.float64(0.4116666666666667), 'east': np.float64(0.2111111111111111), 'west': np.float64(0.2111111111111111)}",9,5
